row_id	gene	cluster	peak	access	zscore	pvalue	expr	rna_scaled	atac_scaled	row_cor
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	CD8+ T Cells	chr11-75150370-75151253	0	7.91721068762757	1.21448981929443e-15	0	0	0	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	CNS Endothelial Cells	chr11-75150370-75151253	0.0538612550248775	7.91721068762757	1.21448981929443e-15	0	0	0.186354954388141	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	Cycling Myeloid Progenitors	chr11-75150370-75151253	0.289025076911532	7.91721068762757	1.21448981929443e-15	0.0655446953641335	1	1	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	Homeostatic Microglia	chr11-75150370-75151253	0.0740120102612252	7.91721068762757	1.21448981929443e-15	0	0	0.256074701379215	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	IEG-High Microglia	chr11-75150370-75151253	0.0506007144801614	7.91721068762757	1.21448981929443e-15	0.0189673306061162	0.289380101635124	0.17507378605646	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	IFN-Responsive Microglia	chr11-75150370-75151253	0.0572950414010981	7.91721068762757	1.21448981929443e-15	0.00288884489385456	0.0440744270425789	0.19823553725283	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	Infiltrating Macrophages	chr11-75150370-75151253	0.0901455173054867	7.91721068762757	1.21448981929443e-15	0.043114789839213	0.657792207282204	0.311895141656097	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	Mitochondrial-Activated Microglia	chr11-75150370-75151253	0.0744220980189409	7.91721068762757	1.21448981929443e-15	0.0069733752302298	0.106391145637175	0.257493567043391	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	Primed Microglia	chr11-75150370-75151253	0.0238522703423205	7.91721068762757	1.21448981929443e-15	0	0	0.0825266464668098	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	Transiently Activated Microglia	chr11-75150370-75151253	0.0478619256836196	7.91721068762757	1.21448981929443e-15	0.00207863845985715	0.0317132980527146	0.165597830454932	0.866913233521441
1700016P03Rik | chr11-75150370-75151253	1700016P03Rik	Vascular Smooth Muscle Cells	chr11-75150370-75151253	0	7.91721068762757	1.21448981929443e-15	0	0	0	0.866913233521441
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	CD8+ T Cells	chr10-81494391-81495148	0	5.57319871538414	1.25052004340582e-08	0	0	0	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	CNS Endothelial Cells	chr10-81494391-81495148	0	5.57319871538414	1.25052004340582e-08	0	0	0	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	Cycling Myeloid Progenitors	chr10-81494391-81495148	0	5.57319871538414	1.25052004340582e-08	0	0	0	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	Homeostatic Microglia	chr10-81494391-81495148	0.0800252470439207	5.57319871538414	1.25052004340582e-08	0.00869584452224243	0.650177582858406	0.566052781543139	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	IEG-High Microglia	chr10-81494391-81495148	0.128562019082301	5.57319871538414	1.25052004340582e-08	0.0100909980902139	0.754491496500697	0.909374118675302	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	IFN-Responsive Microglia	chr10-81494391-81495148	0.141374178615925	5.57319871538414	1.25052004340582e-08	0.00705374607677441	0.527399904927404	1	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	Infiltrating Macrophages	chr10-81494391-81495148	0.0953892244492742	5.57319871538414	1.25052004340582e-08	0.00387884606056086	0.290016541749871	0.674728761525971	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	Mitochondrial-Activated Microglia	chr10-81494391-81495148	0.0788152503415514	5.57319871538414	1.25052004340582e-08	0.00253249362424743	0.189351428605454	0.557493957617757	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	Primed Microglia	chr10-81494391-81495148	0.0367224666912784	5.57319871538414	1.25052004340582e-08	0	0	0.259753705031549	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	Transiently Activated Microglia	chr10-81494391-81495148	0.104605025216073	5.57319871538414	1.25052004340582e-08	0.0133745683510226	1	0.739916059921075	0.818823168194599
4930404N11Rik | chr10-81494391-81495148	4930404N11Rik	Vascular Smooth Muscle Cells	chr10-81494391-81495148	0	5.57319871538414	1.25052004340582e-08	0	0	0	0.818823168194599
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	CD8+ T Cells	chr2-130784730-130785591	0	4.71101148616784	1.2324517090515e-06	0	0	0	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	CNS Endothelial Cells	chr2-130784730-130785591	0	4.71101148616784	1.2324517090515e-06	0.0179186813235768	0.131864591825762	0	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	Cycling Myeloid Progenitors	chr2-130784730-130785591	0.393361802494777	4.71101148616784	1.2324517090515e-06	0.135886981300131	1	1	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	Homeostatic Microglia	chr2-130784730-130785591	0.0754199346924984	4.71101148616784	1.2324517090515e-06	0.026650612801665	0.196123370661994	0.191731719282784	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	IEG-High Microglia	chr2-130784730-130785591	0.0546195446796814	4.71101148616784	1.2324517090515e-06	0.0323176538487485	0.237827447041223	0.138853199098829	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	IFN-Responsive Microglia	chr2-130784730-130785591	0.0786253702605592	4.71101148616784	1.2324517090515e-06	0.0363509332193411	0.267508578611026	0.199880541938495	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	Infiltrating Macrophages	chr2-130784730-130785591	0.157472532558882	4.71101148616784	1.2324517090515e-06	0.0180885669497207	0.133114789780846	0.400324921128998	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	Mitochondrial-Activated Microglia	chr2-130784730-130785591	0.065781998698117	4.71101148616784	1.2324517090515e-06	0.0128232228256022	0.0943668238334017	0.167230265574631	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	Primed Microglia	chr2-130784730-130785591	0.0293829852724771	4.71101148616784	1.2324517090515e-06	0.018712588109883	0.137706996879656	0.0746970984120076	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	Transiently Activated Microglia	chr2-130784730-130785591	0.105498920588215	4.71101148616784	1.2324517090515e-06	0.0211769204147128	0.155842158035285	0.268198182739454	0.921685918304859
4930473A02Rik | chr2-130784730-130785591	4930473A02Rik	Vascular Smooth Muscle Cells	chr2-130784730-130785591	0	4.71101148616784	1.2324517090515e-06	0	0	0	0.921685918304859
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	CD8+ T Cells	chr1-34283724-34284646	0	4.73971851062577	1.07007663498261e-06	0	0	0	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	CNS Endothelial Cells	chr1-34283724-34284646	0.0869853849345712	4.73971851062577	1.07007663498261e-06	0	0	0.39136006105917	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	Cycling Myeloid Progenitors	chr1-34283724-34284646	0.222264338111445	4.73971851062577	1.07007663498261e-06	0.0549804769213375	1	1	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	Homeostatic Microglia	chr1-34283724-34284646	0.0930846967883761	4.73971851062577	1.07007663498261e-06	0.00761335124774072	0.138473721474505	0.418801763608621	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	IEG-High Microglia	chr1-34283724-34284646	0.115980241039938	4.73971851062577	1.07007663498261e-06	0.011576679115299	0.210559816202798	0.521812190049958	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	IFN-Responsive Microglia	chr1-34283724-34284646	0.116344155974197	4.73971851062577	1.07007663498261e-06	0.00875928386524826	0.159316258347131	0.523449496949261	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	Infiltrating Macrophages	chr1-34283724-34284646	0	4.73971851062577	1.07007663498261e-06	0	0	0	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	Mitochondrial-Activated Microglia	chr1-34283724-34284646	0.110919343208349	4.73971851062577	1.07007663498261e-06	0.00239396042974756	0.0435420091603186	0.499042465160259	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	Primed Microglia	chr1-34283724-34284646	0.0523112568355295	4.73971851062577	1.07007663498261e-06	0.00500373316585781	0.0910092717641723	0.235356050727761	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	Transiently Activated Microglia	chr1-34283724-34284646	0.0933086082799398	4.73971851062577	1.07007663498261e-06	0.0105797189820928	0.192426831750288	0.419809174394653	0.819891281935554
4930568A12Rik | chr1-34283724-34284646	4930568A12Rik	Vascular Smooth Muscle Cells	chr1-34283724-34284646	0	4.73971851062577	1.07007663498261e-06	0	0	0	0.819891281935554
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	CD8+ T Cells	chr9-88976598-88977522	0.0858776540109978	5.2884787096833	6.16689208106895e-08	0	0	0.347911172187954	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	CNS Endothelial Cells	chr9-88976598-88977522	0.0385626179819035	5.2884787096833	6.16689208106895e-08	0	0	0.156226503614109	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	Cycling Myeloid Progenitors	chr9-88976598-88977522	0.246837873790968	5.2884787096833	6.16689208106895e-08	0.0429196355439353	1	1	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	Homeostatic Microglia	chr9-88976598-88977522	0.0536823287867357	5.2884787096833	6.16689208106895e-08	0.00400474787751074	0.0933080588117115	0.217480113413212	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	IEG-High Microglia	chr9-88976598-88977522	0.0454824387253186	5.2884787096833	6.16689208106895e-08	0	0	0.184260373121813	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	IFN-Responsive Microglia	chr9-88976598-88977522	0.0863836897318774	5.2884787096833	6.16689208106895e-08	0.00319860956241696	0.0745255527424658	0.349961245432825	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	Infiltrating Macrophages	chr9-88976598-88977522	0	5.2884787096833	6.16689208106895e-08	0.00372479102258928	0.0867852435227776	0	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	Mitochondrial-Activated Microglia	chr9-88976598-88977522	0.0282068863764676	5.2884787096833	6.16689208106895e-08	0.00318262203373742	0.0741530535710045	0.114272927177919	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	Primed Microglia	chr9-88976598-88977522	0.0162532391177955	5.2884787096833	6.16689208106895e-08	0.00744494676342464	0.173462487951546	0.0658458074856024	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	Transiently Activated Microglia	chr9-88976598-88977522	0.0621915531422884	5.2884787096833	6.16689208106895e-08	0.00686023436297404	0.159839063776566	0.25195304183731	0.873341350449131
4930579C12Rik | chr9-88976598-88977522	4930579C12Rik	Vascular Smooth Muscle Cells	chr9-88976598-88977522	0	5.2884787096833	6.16689208106895e-08	0	0	0	0.873341350449131
4933406I18Rik | chr7-114317198-114318027	4933406I18Rik	CD8+ T Cells	chr7-114317198-114318027	0.219578551823607	3.10520017248569	0.000950751461466235	1.11569836455442	0.444956378217817	0.645201495482806	0.901236760848579
4933406I18Rik | chr7-114317198-114318027	4933406I18Rik	CNS Endothelial Cells	chr7-114317198-114318027	0.0263737018125874	3.10520017248569	0.000950751461466235	0.189095895061339	0.0754141327758897	0.0774955099647829	0.901236760848579
4933406I18Rik | chr7-114317198-114318027	4933406I18Rik	Cycling Myeloid Progenitors	chr7-114317198-114318027	0.219219264571895	3.10520017248569	0.000950751461466235	2.50743313091302	1	0.64414577911075	0.901236760848579
4933406I18Rik | chr7-114317198-114318027	4933406I18Rik	Homeostatic Microglia	chr7-114317198-114318027	0.296548905395782	3.10520017248569	0.000950751461466235	2.32502667228437	0.927253709628451	0.871368335641683	0.901236760848579
4933406I18Rik | chr7-114317198-114318027	4933406I18Rik	IEG-High Microglia	chr7-114317198-114318027	0.322911379736911	3.10520017248569	0.000950751461466235	2.10117624385873	0.837978974575344	0.948830855219584	0.901236760848579
4933406I18Rik | chr7-114317198-114318027	4933406I18Rik	IFN-Responsive Microglia	chr7-114317198-114318027	0.276576157919871	3.10520017248569	0.000950751461466235	2.16952908607577	0.865239060347662	0.812681153158076	0.901236760848579
