gene,logFC,padj,scores
Lpp,1.3037113,0.007437820011780404,4.0736485
Lars2,1.1498765,0.007687919372872549,4.061814
Gsap,1.4127396,0.008220091644054715,4.04209
Hk3,2.4870636,0.008358024587958283,4.036173
Eif2ak2,1.9698395,0.010014556118152551,3.9888356
Gvin1,2.57384,0.010383264879615616,3.9730563
Klrk1,29.285612,0.01061690518980326,3.9658244
Trim30d,1.8341875,0.011006335134767701,3.9553049
H2-Aa,1.591689,0.011223211699244765,3.9487302
Acer3,1.1980536,0.011730354505750216,3.9362383
H2-T23,1.6911248,0.012331462569679619,3.9204593
Dennd1b,1.1533147,0.013880478401469854,3.887586
Pfkp,3.9357285,0.013880478401469854,3.886271
Ifih1,1.9255358,0.015060007308272555,3.8645747
Atp8a1,0.91613466,0.015943889014413758,3.8487957
Apobec3,1.4044665,0.016808973924948584,3.8303866
Slamf7,4.103982,0.01692485333894555,3.8264418
Naaa,3.151018,0.01924377595638121,3.7915962
Cmss1,0.772101,0.019723574491179053,3.7837067
Arhgap15,0.7449685,0.02080983438920434,3.768585
Akt3,1.6509646,0.02208758654946196,3.750176
B4galt5,3.1956513,0.023563466588380398,3.730452
Skap2,0.8156388,0.028693306595065946,3.6725953
Cxcl10,5.0148478,0.0292054439363431,3.665363
Lrch3,1.1949009,0.0292054439363431,3.6640482
Samd9l,1.9704622,0.030894046358066328,3.6462967
Htt,1.4746195,0.032718368889764024,3.62986
Irf7,4.1572285,0.03438119607743296,3.6121085
Cxcl9,4.98573,0.03644694870872562,3.5936995
Lnpep,1.040955,0.037105949461357444,3.58581
Actr3,1.060922,0.03810639978819296,3.5772629
Tmem131,1.145849,0.03816215917848699,3.5752904
Arfgef1,1.1589878,0.03879936014757684,3.5693734
Psme2,2.5791383,0.04126456844034877,3.5516217
Clic4,1.576493,0.0455982982663088,3.5187485
Rnase4,-1.3851889,0.0478296314681027,-3.5016544
Nfia,-1.1942,0.04716521072333412,-3.5069141
Serinc3,-0.6251807,0.0455982982663088,-3.5174336
Sh3kbp1,-0.903382,0.04511681264503321,-3.5233507
Tbc1d5,-0.5079824,0.04254293117585893,-3.5404449
Kansl1,-0.74965495,0.042477398088489215,-3.5424173
Ccnd3,-0.88484776,0.03668190240180838,-3.5904121
Hdac9,-0.9666367,0.035043139361183466,-3.6055338
Otulinl,-1.0863622,0.033817495900773646,-3.6180258
Rhob,-0.9547072,0.033817495900773646,-3.6193407
Wdfy3,-0.6986937,0.029770060602330683,-3.6574736
Kctd12,-1.156163,0.028693306595065946,-3.6719377
Zfp644,-1.3507383,0.02812083548835776,-3.6804848
Colec12,-1.5745949,0.02787600013806017,-3.6844296
Ivns1abp,-1.0291605,0.02484821501720979,-3.7153304
Fgd4,-1.1327442,0.023235464603213275,-3.7357118
Btg2,-1.2038387,0.0220099188178523,-3.752806
Mir99ahg,-1.1487895,0.01692485333894555,-3.825127
Fli1,-0.83924687,0.016529949632199843,-3.8363037
Pf4,-1.5227703,0.016255895108374746,-3.842221
Slc12a6,-0.8965925,0.013880478401469854,-3.888901
Atp6v0b,-0.9657312,0.01222592198238891,-3.924404
Cd14,-1.80132,0.010383264879615616,-3.9743712
Maf,-1.1963004,0.010383264879615616,-3.9750288
Ulk2,-1.1005825,0.010014556118152551,-3.9875205
Jun,-1.222713,0.0096345641781741,-4.00067
P2rx7,-1.3015807,0.008199046058331484,-4.04472
Ints6l,-1.2273297,0.007476805155228902,-4.070361
Zdhhc14,-1.2921271,0.0062437708414826345,-4.1183558
Agmo,-1.337265,0.005836749855860523,-4.1380796
C1qb,-0.69540095,0.004591137012817104,-4.199224
Prkn,-1.3126086,0.004476439715443965,-4.2071137
Hexb,-0.9620234,0.004339390937956409,-4.216318
Atxn1,-1.4520473,0.004268434447213791,-4.222235
Abca1,-1.3497988,0.0030529742431519235,-4.303761
Jund,-1.4498122,0.0030529742431519235,-4.303761
St3gal6,-1.3693757,0.0026527323605894117,-4.339264
Lyz2,-1.2293142,0.0022418094440345097,-4.3852863
Mertk,-1.1517222,0.0021202692306376072,-4.3997507
Trf,-1.331461,0.0016779455462204178,-4.4549775
Rnf150,-1.321093,0.0016188935933855837,-4.4674697
Siglech,-1.5027652,0.000982978725949791,-4.5904155
Qk,-0.79650235,0.000982978725949791,-4.5910726
Hpgd,-1.6216131,0.0008638276820436723,-4.630521
Zfp36l1,-1.3845954,0.0005448759715868829,-4.730455
F13a1,-1.7752627,0.0004834863834496433,-4.757411
C1qc,-1.0118493,0.0004698694093920016,-4.7659583
Cfh,-1.0923723,0.0004552023194144208,-4.7751627
Hpgds,-1.2270436,0.0004552023194144208,-4.777135
Lrp6,-1.3331789,0.000411478328375213,-4.804091
Selenop,-1.3032967,0.00034439712913421263,-4.8455114
C1qa,-0.9482995,0.0002842178419988373,-4.8908763
Ctsd,-1.117692,0.0002842178419988373,-4.891534
Gm5086,-1.9730777,0.0002661226601176305,-4.9119153
Cd163,-1.8813748,0.00026250868489029433,-4.9211197
Mctp1,-1.409162,0.0001907362044598891,-5.00396
Ssh2,-1.1610105,0.00012920498745466345,-5.093375
Csf1r,-0.9822962,0.00012520245462598764,-5.103237
Itm2b,-1.0731192,0.00011404847626671082,-5.1288786
Dab2,-1.4019412,6.706417321317394e-05,-5.2491946
Wwp1,-1.5638595,4.566881072434019e-05,-5.3333497
Mrc1,-1.901154,3.576758480921384e-05,-5.387262
Sbf2,-1.4072899,2.865726068879514e-05,-5.442489
AC149090.1,-1.3931243,2.12812593957577e-05,-5.506263
Snx29,-1.5442815,7.824265969263074e-06,-5.703502
Pde4d,-2.0899842,6.2215662832936854e-06,-5.7554417
Abca9,-1.5744071,4.19417288376715e-07,-6.2353907
Slc9a9,-1.5196791,2.707463806423722e-07,-6.323491
Fcrls,-1.890539,2.35396390130803e-07,-6.3543916
Cst3,-0.74418443,1.1957766233640488e-07,-6.467476
Stab1,-2.2261086,1.7281315539378222e-09,-7.150581
Apoe,-2.525811,5.318460379368263e-11,-7.7179728
